_id,name,company,year,Price,kms_driven,fuel_type
65a8df601781205b99e8baa5,Hyundai Santro Xing XO eRLX Euro III,Hyundai,2007,"80,000","45,000 kms",Petrol
65a8df601781205b99e8baa6,Mahindra Jeep CL550 MDI,Mahindra,2006,"4,25,000",40 kms,Diesel
65a8df601781205b99e8baa7,Maruti Suzuki Alto 800 Vxi,Maruti,2018,Ask For Price,"22,000 kms",Petrol
65a8df601781205b99e8baa8,Hyundai Grand i10 Magna 1.2 Kappa VTVT,Hyundai,2014,"3,25,000","28,000 kms",Petrol
65a8df601781205b99e8baa9,Ford EcoSport Titanium 1.5L TDCi,Ford,2014,"5,75,000","36,000 kms",Diesel
65a8df601781205b99e8baaa,Ford EcoSport Titanium 1.5L TDCi,Ford,2015,Ask For Price,"59,000 kms",Diesel
65a8df601781205b99e8baab,Ford Figo,Ford,2012,"1,75,000","41,000 kms",Diesel
65a8df601781205b99e8baac,Hyundai Eon,Hyundai,2013,"1,90,000","25,000 kms",Petrol
65a8df601781205b99e8baad,Ford EcoSport Ambiente 1.5L TDCi,Ford,2016,"8,30,000","24,530 kms",Diesel
65a8df601781205b99e8baae,Maruti Suzuki Alto K10 VXi AMT,Maruti,2015,"2,50,000","60,000 kms",Petrol
65a8df601781205b99e8baaf,Skoda Fabia Classic 1.2 MPI,Skoda,2010,"1,82,000","60,000 kms",Petrol
65a8df601781205b99e8bab0,Maruti Suzuki Stingray VXi,Maruti,2015,"3,15,000","30,000 kms",Petrol
65a8df601781205b99e8bab1,Hyundai Elite i20 Magna 1.2,Hyundai,2014,"4,15,000","32,000 kms",Petrol
65a8df601781205b99e8bab2,Mahindra Scorpio SLE BS IV,Mahindra,2015,"3,20,000","48,660 kms",Diesel
65a8df601781205b99e8bab3,Hyundai Santro Xing XO eRLX Euro III,Hyundai,2007,"80,000","45,000 kms",Petrol
65a8df601781205b99e8bab4,Mahindra Jeep CL550 MDI,Mahindra,2006,"4,25,000",40 kms,Diesel
65a8df601781205b99e8bab5,Audi A8,Audi,2017,"10,00,000","4,000 kms",Petrol
65a8df601781205b99e8bab6,Audi Q7,Audi,2014,"5,00,000","16,934 kms",Diesel
65a8df601781205b99e8bab7,Mahindra Scorpio S10,Mahindra,2016,"3,50,000","43,000 kms",Diesel
65a8df601781205b99e8bab8,Maruti Suzuki Alto 800,Maruti,2014,"1,60,000","35,550 kms",Petrol
65a8df601781205b99e8bab9,Mahindra Scorpio S10,Mahindra,2016,"3,50,000","43,000 kms",Diesel
65a8df601781205b99e8baba,Mahindra Scorpio S10,Mahindra,2016,"3,10,000","39,522 kms",Diesel
65a8df601781205b99e8babb,Maruti Suzuki Alto 800 Vxi,Maruti,2015,"75,000","39,000 kms",Petrol
65a8df601781205b99e8babc,Hyundai i20 Sportz 1.2,Hyundai,2012,"1,00,000","55,000 kms",Petrol
65a8df601781205b99e8babd,Hyundai i20 Sportz 1.2,Hyundai,2012,"1,00,000","55,000 kms",Petrol
65a8df601781205b99e8babe,Hyundai i20 Sportz 1.2,Hyundai,2012,"1,00,000","55,000 kms",Petrol
65a8df601781205b99e8babf,Maruti Suzuki Alto 800 Lx,Maruti,2017,"1,90,000","72,000 kms",Petrol
65a8df601781205b99e8bac0,Maruti Suzuki Vitara Brezza ZDi,Maruti,2016,"2,90,000","15,975 kms",Diesel
65a8df601781205b99e8bac1,Maruti Suzuki Alto LX,Maruti,2008,"95,000","70,000 kms",Petrol
65a8df601781205b99e8bac2,Mahindra Bolero DI,Mahindra,2017,"1,80,000","23,452 kms",Diesel
65a8df601781205b99e8bac3,Maruti Suzuki Swift Dzire ZDi,Maruti,2014,"3,85,000","35,522 kms",Diesel
65a8df601781205b99e8bac4,Mahindra Scorpio S10 4WD,Mahindra,2015,"2,50,000","48,508 kms",Diesel
65a8df601781205b99e8bac5,Maruti Suzuki Swift Vdi BSIII,Maruti,2017,"1,80,000","15,487 kms",Petrol
65a8df601781205b99e8bac6,Maruti Suzuki Wagon R VXi BS III,Maruti,2013,"1,05,000","39,000 kms",Petrol
65a8df601781205b99e8bac7,Maruti Suzuki Wagon R VXi Minor,Maruti,2013,"1,05,000","39,000 kms",Petrol
65a8df601781205b99e8bac8,Toyota Innova 2.0 G 8 STR BS IV,Toyota,2012,"6,50,000","82,000 kms",Diesel
65a8df601781205b99e8bac9,Renault Lodgy 85 PS RXL,Renault,2018,"6,89,999","20,000 kms",Diesel
65a8df601781205b99e8baca,Skoda Yeti Ambition 2.0 TDI CR 4x2,Skoda,2012,"4,48,000","68,000 kms",Diesel
65a8df601781205b99e8bacb,Maruti Suzuki Baleno Delta 1.2,Maruti,2017,"5,49,000","32,000 kms",Diesel
65a8df601781205b99e8bacc,Renault Duster 110 PS RxZ Diesel Plus,Renault,2012,"5,01,000","38,000 kms",Diesel
65a8df601781205b99e8bacd,Renault Duster 85 PS RxE Diesel,Renault,2013,"4,89,999","27,000 kms",Diesel
65a8df601781205b99e8bace,Honda City 1.5 S MT,Honda,2011,"2,80,000","33,000 kms",Petrol
65a8df601781205b99e8bacf,Maruti Suzuki Alto K10 VXi AMT,Maruti,2015,"2,50,000","60,000 kms",Petrol
65a8df601781205b99e8bad0,Maruti Suzuki Dzire,Maruti,2013,"3,49,999","46,000 kms",Diesel
65a8df601781205b99e8bad1,Honda Amaze,Honda,2013,"2,84,999","46,000 kms",Diesel
65a8df601781205b99e8bad2,Honda Amaze 1.5 SX i DTEC,Honda,2015,"3,45,000","36,000 kms",Diesel
65a8df601781205b99e8bad3,Honda City,Honda,2015,"4,99,999","55,000 kms",Petrol
65a8df601781205b99e8bad4,Datsun Redi GO S,Datsun,2017,"2,35,000","16,000 kms",Petrol
65a8df601781205b99e8bad5,Maruti Suzuki SX4 ZXI MT,Maruti,2010,"2,49,999","36,000 kms",Petrol
65a8df601781205b99e8bad6,Mitsubishi Pajero Sport Limited Edition,Mitsubishi,2015,"14,75,000","47,000 kms",Diesel
65a8df601781205b99e8bad7,Mahindra Bolero DI,Mahindra,2017,"1,80,000","23,452 kms",Diesel
65a8df601781205b99e8bad8,Maruti Suzuki Swift Dzire ZDi,Maruti,2014,"3,85,000","35,522 kms",Diesel
65a8df601781205b99e8bad9,Mahindra Scorpio S10 4WD,Mahindra,2015,"2,50,000","48,508 kms",Diesel
65a8df601781205b99e8bada,Maruti Suzuki Swift Vdi BSIII,Maruti,2017,"1,80,000","15,487 kms",Petrol
65a8df601781205b99e8badb,Maruti Suzuki Wagon R VXi BS III,Maruti,2013,"1,05,000","39,000 kms",Petrol
65a8df601781205b99e8badc,Maruti Suzuki Wagon R VXi Minor,Maruti,2013,"1,05,000","39,000 kms",Petrol
65a8df601781205b99e8badd,Mahindra Scorpio S10,Mahindra,2015,"3,95,000","35,000 kms",Diesel
65a8df601781205b99e8bade,Maruti Suzuki Swift VXi 1.2 ABS BS IV,Maruti,2017,"2,20,000","30,874 kms",Petrol
65a8df601781205b99e8badf,Honda City ZX CVT,Honda,2017,"1,70,000","15,000 kms",Diesel
65a8df601781205b99e8bae0,Maruti Suzuki Wagon R LX BS IV,Maruti,2013,"85,000","29,685 kms",Petrol
65a8df601781205b99e8bae1,Ford Figo,Ford,2012,"1,75,000","41,000 kms",Diesel
65a8df601781205b99e8bae2,Hyundai Eon,Hyundai,2013,"1,90,000","25,000 kms",Petrol
65a8df601781205b99e8bae3,Tata Indigo eCS LS CR4 BS IV,Tata,2017,"2,00,000","1,30,000 kms",Diesel
65a8df601781205b99e8bae4,Ford EcoSport Ambiente 1.5L TDCi,Ford,2016,"8,30,000","24,530 kms",Diesel
65a8df601781205b99e8bae5,Tata Indigo eCS LS CR4 BS IV,Tata,2017,"2,00,000","1,30,000 kms",Diesel
65a8df601781205b99e8bae6,Mahindra Scorpio SLE BS IV,Mahindra,2012,"5,70,000","19,000 kms",Diesel
65a8df601781205b99e8bae7,Volkswagen Polo Highline Exquisite P,Volkswagen,2014,"3,15,000","60,000 kms",Petrol
65a8df601781205b99e8bae8,Skoda Fabia Classic 1.2 MPI,Skoda,2010,"1,82,000","60,000 kms",Petrol
65a8df601781205b99e8bae9,Maruti Suzuki Stingray VXi,Maruti,2015,"3,15,000","30,000 kms",Petrol
65a8df601781205b99e8baea,I want to sell my car Tata Zest,I,2017,Ask For Price,,
65a8df601781205b99e8baeb,Chevrolet Spark LS 1.0,Chevrolet,2010,"1,10,000","41,000 kms",Petrol
65a8df601781205b99e8baec,Renault Duster 110PS Diesel RxZ,Renault,2012,"5,01,000","35,000 kms",Diesel
65a8df601781205b99e8baed,Honda City,Honda,2015,"4,48,999","54,000 kms",Petrol
65a8df601781205b99e8baee,Mini Cooper S 1.6,Mini,2013,"18,91,111","13,000 kms",Petrol
65a8df601781205b99e8baef,Datsun Redi GO S,Datsun,2017,"2,35,000","16,000 kms",Petrol
65a8df601781205b99e8baf0,Skoda Fabia 1.2L Diesel Ambiente,Skoda,2011,"1,59,500","38,200 kms",Diesel
65a8df601781205b99e8baf1,Honda Amaze,Honda,2015,"3,44,999","22,000 kms",Petrol
65a8df601781205b99e8baf2,Honda Amaze,Honda,2015,"3,44,999","22,000 kms",Petrol
65a8df601781205b99e8baf3,Renault Duster,Renault,2014,"4,49,999","50,000 kms",Diesel
65a8df601781205b99e8baf4,Mini Cooper S 1.6,Mini,2013,"18,91,111","13,500 kms",Petrol
65a8df601781205b99e8baf5,Mahindra Scorpio S4,Mahindra,2015,"8,65,000","30,000 kms",Diesel
65a8df601781205b99e8baf6,Mahindra Scorpio VLX 2WD BS IV,Mahindra,2014,"6,99,000","50,000 kms",Diesel
65a8df601781205b99e8baf7,Mahindra Quanto C8,Mahindra,2013,"3,75,000","20,000 kms",Diesel
65a8df601781205b99e8baf8,Ford EcoSport,Ford,2017,"4,89,999","39,000 kms",Petrol
65a8df601781205b99e8baf9,Honda Brio,Honda,2012,"2,24,999","30,000 kms",Petrol
65a8df601781205b99e8bafa,I want to sell my car Tata Zest,I,2017,Ask For Price,,
65a8df601781205b99e8bafb,Volkswagen Vento Highline Plus 1.5 Diesel AT,Volkswagen,2019,"12,00,000","3,600 kms",Diesel
65a8df601781205b99e8bafc,Hyundai i20 Magna,Hyundai,2009,"1,95,000","32,000 kms",Petrol
65a8df601781205b99e8bafd,Toyota Corolla Altis Diesel D4DG,Toyota,2010,"3,51,000","38,000 kms",Diesel
65a8df601781205b99e8bafe,Hyundai Verna Transform SX VTVT,Hyundai,2008,"1,60,000","45,000 kms",Petrol
65a8df601781205b99e8baff,Toyota Corolla Altis Petrol Ltd,Toyota,2009,"2,40,000","35,000 kms",Petrol
65a8df601781205b99e8bb00,Honda City 1.5 EXi New,Honda,2005,"90,000","50,000 kms",Petrol
65a8df601781205b99e8bb01,Hyundai Elite i20 Magna 1.2,Hyundai,2014,"4,15,000","32,000 kms",Petrol
65a8df601781205b99e8bb02,Skoda Fabia 1.2L Diesel Elegance,Skoda,2011,"1,55,000","45,863 kms",Diesel
65a8df601781205b99e8bb03,BMW 3 Series 320i,BMW,2011,"6,00,000","60,500 kms",Petrol
65a8df601781205b99e8bb04,Maruti Suzuki A Star Lxi,Maruti,2011,"1,89,500","12,500 kms",Petrol
65a8df601781205b99e8bb05,Toyota Etios GD,Toyota,2013,"3,50,000","60,000 kms",Diesel
65a8df601781205b99e8bb06,Ford Figo Diesel EXI Option,Ford,2012,"2,10,000","35,000 kms",Diesel
65a8df601781205b99e8bb07,Maruti Suzuki Swift Dzire VXi 1.2 BS IV,Maruti,2014,"3,90,000","35,000 kms",Petrol
65a8df601781205b99e8bb08,Chevrolet Beat LT Diesel,Chevrolet,2012,"1,35,000","45,000 kms",Diesel
65a8df601781205b99e8bb09,BMW 7 Series 740Li Sedan,BMW,2009,"16,00,000","35,000 kms",Petrol
65a8df601781205b99e8bb0a,Mahindra XUV500 W8 AWD 2013,Mahindra,2013,"7,01,000","38,000 kms",Diesel
65a8df601781205b99e8bb0b,Hyundai i10 Magna 1.2,Hyundai,2014,"2,65,000","18,000 kms",Petrol
65a8df601781205b99e8bb0c,Hyundai Verna Fluidic New,Hyundai,2015,"5,25,000","35,000 kms",Diesel
65a8df601781205b99e8bb0d,Maruti Suzuki Swift VXi 1.2 BS IV,Maruti,2013,"3,72,000","13,349 kms",Petrol
65a8df601781205b99e8bb0e,Maruti Suzuki Ertiga ZXI Plus,Maruti,2016,"6,35,000","29,000 kms",Petrol
65a8df601781205b99e8bb0f,Ford EcoSport Titanium 1.5L TDCi,Ford,2014,"5,50,000","44,000 kms",Diesel
65a8df601781205b99e8bb10,Maruti Suzuki Ertiga Vxi,Maruti,2016,"5,75,000","29,000 kms",Petrol
65a8df601781205b99e8bb11,Maruti Suzuki Ertiga VDi,Maruti,2013,"4,85,000","42,000 kms",Diesel
65a8df601781205b99e8bb12,Maruti Suzuki Alto LXi BS III,Maruti,2012,"1,55,000","14,000 kms",Petrol
65a8df601781205b99e8bb13,Hyundai Grand i10 Asta 1.1 CRDi,Hyundai,2014,"3,45,000","49,000 kms",Diesel
65a8df601781205b99e8bb14,Honda Amaze 1.2 S i VTEC,Honda,2014,"3,25,000","42,000 kms",Petrol
65a8df601781205b99e8bb15,Hyundai i20 Asta 1.4 CRDI 6 Speed,Hyundai,2012,"3,29,500","36,200 kms",Diesel
65a8df601781205b99e8bb16,Ford Figo Diesel EXI,Ford,2014,"1,95,000","50,000 kms",Diesel
65a8df601781205b99e8bb17,Maruti Suzuki Eeco 5 STR WITH AC HTR,Maruti,2015,"2,51,111","55,000 kms",Petrol
65a8df601781205b99e8bb18,Maruti Suzuki Ertiga ZXi,Maruti,2014,"5,69,999","45,000 kms",Petrol
65a8df601781205b99e8bb19,Maruti Suzuki Esteem LXi BS III,Maruti,2007,"69,999","51,000 kms",Petrol
65a8df601781205b99e8bb1a,Maruti Suzuki Ritz VXI,Maruti,2014,"2,99,999","19,000 kms",Petrol
65a8df601781205b99e8bb1b,Maruti Suzuki Dzire,Maruti,2009,"2,20,000","46,000 kms",Petrol
65a8df601781205b99e8bb1c,Maruti Suzuki Ritz LDi,Maruti,2013,"3,99,999","33,000 kms",Diesel
65a8df601781205b99e8bb1d,Maruti Suzuki Swift VXi 1.2 BS IV,Maruti,2013,"3,72,000","13,349 kms",Petrol
65a8df601781205b99e8bb1e,Maruti Suzuki Dzire VDI,Maruti,2015,"4,50,000","1,04,000 kms",Diesel
65a8df601781205b99e8bb1f,Toyota Etios Liva G,Toyota,2014,"2,70,000","55,000 kms",Petrol
65a8df601781205b99e8bb20,Hyundai i20 Sportz 1.4 CRDI,Hyundai,2011,"3,50,000","33,333 kms",Diesel
65a8df601781205b99e8bb21,Chevrolet Spark,Chevrolet,2012,"1,58,400","33,600 kms",Petrol
65a8df601781205b99e8bb22,Maruti Suzuki Alto K10 VXi AMT,Maruti,2017,"3,50,000","5,600 kms",Petrol
65a8df601781205b99e8bb23,Nissan Micra XV,Nissan,2011,"1,79,000","41,000 kms",Petrol
65a8df601781205b99e8bb24,Maruti Suzuki Swift,Maruti,2007,"1,25,000","70,000 kms",Petrol
65a8df601781205b99e8bb25,Maruti Suzuki Alto 800,Maruti,2018,"2,00,000","7,500 kms",Petrol
65a8df601781205b99e8bb26,Honda Amaze 1.5 S i DTEC,Honda,2013,"2,99,000","45,000 kms",Diesel
65a8df601781205b99e8bb27,Maruti Suzuki Alto 800 Vxi,Maruti,2015,"2,20,000","38,000 kms",Petrol
65a8df601781205b99e8bb28,Chevrolet Beat,Chevrolet,2015,"1,50,000","30,000 kms",Petrol
65a8df601781205b99e8bb29,Toyota Corolla,Toyota,2009,"2,75,000","26,000 kms",
65a8df601781205b99e8bb2a,Honda City 1.5 V MT,Honda,2010,"2,85,000","35,000 kms",Petrol
65a8df601781205b99e8bb2b,Ford EcoSport Trend 1.5L TDCi,Ford,2016,"8,30,000","24,330 kms",Diesel
65a8df601781205b99e8bb2c,Hyundai i20 Asta 1.2,Hyundai,2009,"2,10,000","65,480 kms",Petrol
65a8df601781205b99e8bb2d,Maruti Suzuki Swift Dzire VXi 1.2 BS IV,Maruti,2013,"3,40,000","41,000 kms",Petrol
65a8df601781205b99e8bb2e,Tata Indica V2 eLS,Tata,2006,"90,000","20,000 kms",Petrol
65a8df601781205b99e8bb2f,Maruti Suzuki Alto 800 Lxi,Maruti,2018,Ask For Price,"28,028 kms",Petrol
65a8df601781205b99e8bb30,Hindustan Motors Ambassador,Hindustan,2000,"70,000","2,00,000 kms",Diesel
65a8df601781205b99e8bb31,Toyota Corolla Altis 1.8 GL,Toyota,2010,"2,89,999","70,000 kms",Petrol
65a8df601781205b99e8bb32,Toyota Corolla Altis 1.8 J,Toyota,2012,"3,49,999","59,000 kms",Petrol
65a8df601781205b99e8bb33,Toyota Innova 2.5 GX BS IV 7 STR,Toyota,2012,"8,49,999","99,000 kms",Diesel
65a8df601781205b99e8bb34,Volkswagen Jetta Highline TDI AT,Volkswagen,2014,"7,49,999","46,000 kms",Diesel
65a8df601781205b99e8bb35,Volkswagen Polo Comfortline 1.2L P,Volkswagen,2015,"3,99,999","2,800 kms",Petrol
65a8df601781205b99e8bb36,Volkswagen Polo,Volkswagen,2014,"2,74,999","32,000 kms",Petrol
65a8df601781205b99e8bb37,Mahindra Scorpio,Mahindra,2015,"9,84,999","22,000 kms",Diesel
65a8df601781205b99e8bb38,Renault Duster,Renault,2014,"4,49,999","50,000 kms",Diesel
65a8df601781205b99e8bb39,Honda Amaze,Honda,2015,"3,44,999","22,000 kms",Petrol
65a8df601781205b99e8bb3a,Nissan Sunny,Nissan,2012,"2,24,999","45,000 kms",Petrol
65a8df601781205b99e8bb3b,Hyundai Elite i20,Hyundai,2018,"5,99,999","21,000 kms",Petrol
65a8df601781205b99e8bb3c,Renault Kwid,Renault,2016,"2,44,999","11,000 kms",Petrol
65a8df601781205b99e8bb3d,Renault Duster,Renault,2013,"3,99,999","41,000 kms",Diesel
65a8df601781205b99e8bb3e,Ford EcoSport,Ford,2017,"4,89,999","39,000 kms",Petrol
65a8df601781205b99e8bb3f,Renault Duster,Renault,2014,"4,74,999","50,000 kms",Diesel
65a8df601781205b99e8bb40,Mahindra Scorpio VLX Airbag,Mahindra,2011,"4,99,999","66,000 kms",Diesel
65a8df601781205b99e8bb41,Maruti Suzuki Alto 800 Lxi,Maruti,2018,"3,10,000","3,000 kms",Petrol
65a8df601781205b99e8bb42,Chevrolet Spark LT 1.0,Chevrolet,2010,"85,000","45,000 kms",Petrol
65a8df601781205b99e8bb43,Datsun Redi GO T O,Datsun,2016,"2,45,000","7,000 kms",Petrol
65a8df601781205b99e8bb44,Maruti Suzuki Swift RS VDI,Maruti,2010,"1,89,500","38,500 kms",Diesel
65a8df601781205b99e8bb45,Fiat Punto Emotion 1.2,Fiat,2012,"1,69,500","37,200 kms",Diesel
65a8df601781205b99e8bb46,Maruti Suzuki Swift RS VDI,Maruti,2010,"1,59,500","43,200 kms",Diesel
65a8df601781205b99e8bb47,Toyota Etios GD,Toyota,2013,"2,75,000","24,800 kms",Petrol
65a8df601781205b99e8bb48,Hyundai i20 Sportz 1.4 CRDI,Hyundai,2014,"3,70,000","60,000 kms",Diesel
65a8df601781205b99e8bb49,Hyundai i10 Sportz 1.2,Hyundai,2010,"1,68,000","45,872 kms",Petrol
65a8df601781205b99e8bb4a,Chevrolet Beat LT Opt Diesel,Chevrolet,2011,"1,50,000","40,000 kms",Diesel
65a8df601781205b99e8bb4b,Chevrolet Beat LS Diesel,Chevrolet,2011,"1,45,000","45,000 kms",Diesel
65a8df601781205b99e8bb4c,Chevrolet Beat LT Diesel,Chevrolet,2012,"98,500","38,000 kms",Diesel
65a8df601781205b99e8bb4d,Mahindra Scorpio VLX 2WD BS IV,Mahindra,2014,"6,99,000","50,000 kms",Diesel
65a8df601781205b99e8bb4e,Tata Indigo CS,Tata,2011,"85,000","11,400 kms",Diesel
65a8df601781205b99e8bb4f,Toyota Corolla Altis 1.8 J,Toyota,2015,"5,75,000","42,000 kms",Petrol
65a8df601781205b99e8bb50,Honda City 1.5 V MT,Honda,2014,"5,49,000","39,000 kms",Petrol
65a8df601781205b99e8bb51,Maruti Suzuki Swift VDi,Maruti,2011,"2,09,000","47,000 kms",Diesel
65a8df601781205b99e8bb52,Hyundai Eon Era Plus,Hyundai,2013,"1,85,000","27,000 kms",Petrol
65a8df601781205b99e8bb53,Mahindra Scorpio S10,Mahindra,2015,"9,00,000","97,200 kms",Diesel
65a8df601781205b99e8bb54,Mahindra XUV500,Mahindra,2014,"6,99,999","52,000 kms",Diesel
65a8df601781205b99e8bb55,Honda Brio,Honda,2012,"2,24,999","30,000 kms",Petrol
65a8df601781205b99e8bb56,Ford Fiesta,Ford,2011,"2,74,999","55,000 kms",Diesel
65a8df601781205b99e8bb57,Honda Amaze,Honda,2013,"2,84,999","46,000 kms",Diesel
65a8df601781205b99e8bb58,Honda City,Honda,2015,"5,99,999","30,000 kms",Diesel
65a8df601781205b99e8bb59,Maruti Suzuki Wagon R,Maruti,2012,"1,99,999","44,000 kms",Petrol
65a8df601781205b99e8bb5a,Honda City,Honda,2014,"5,44,999","45,000 kms",Diesel
65a8df601781205b99e8bb5b,Hyundai i20,Hyundai,2009,"1,99,000","31,000 kms",Petrol
65a8df601781205b99e8bb5c,Tata Indigo eCS LX TDI BS III,Tata,2016,"3,20,000","1,75,430 kms",Diesel
65a8df601781205b99e8bb5d,Hyundai Fluidic Verna 1.6 CRDi SX,Hyundai,2015,"5,40,000","38,000 kms",Diesel
65a8df601781205b99e8bb5e,"Commercial , DZire LDI, 2016, for sale",Commercial,...,Ask For Price,,
65a8df601781205b99e8bb5f,Mahindra Quanto C8,Mahindra,2013,"3,40,000","37,000 kms",Diesel
65a8df601781205b99e8bb60,Fiat Petra ELX 1.2 PS,Fiat,2008,"75,000","65,000 kms",Petrol
65a8df601781205b99e8bb61,Skoda Fabia 1.2L Diesel Ambiente,Skoda,2011,"1,59,500","38,200 kms",Diesel
65a8df601781205b99e8bb62,Mini Cooper S 1.6,Mini,2013,"18,91,111","13,000 kms",Petrol
65a8df601781205b99e8bb63,Hyundai Santro Xing XS,Hyundai,2005,"49,000","7,500 kms",Petrol
65a8df601781205b99e8bb64,Maruti Suzuki Ciaz VXi Plus,Maruti,2016,"7,00,000","3,350 kms",Petrol
65a8df601781205b99e8bb65,Maruti Suzuki Zen VX,Maruti,2000,"55,000","60,000 kms",Petrol
65a8df601781205b99e8bb66,Honda City,Honda,2015,"4,48,999","54,000 kms",Petrol
65a8df601781205b99e8bb67,Hyundai Creta 1.6 SX Plus Petrol,Hyundai,2017,"8,95,000","32,000 kms",Petrol
65a8df601781205b99e8bb68,"Tata indigo ecs LX, 201",Tata,150k,"1,50,000",,
65a8df601781205b99e8bb69,Mahindra Scorpio SLX,Mahindra,2007,"3,55,000","75,000 kms",Diesel
65a8df601781205b99e8bb6a,Mahindra Scorpio SLE BS IV,Mahindra,2012,"5,65,000","62,000 kms",Diesel
65a8df601781205b99e8bb6b,Toyota Innova 2.5 G BS III 8 STR,Toyota,2006,"3,65,000","73,000 kms",Diesel
65a8df601781205b99e8bb6c,Maruti Suzuki Alto K10 VXi AMT,Maruti,2011,"1,45,000","41,000 kms",Petrol
65a8df601781205b99e8bb6d,Maruti Suzuki Wagon R LXI BS IV,Maruti,2011,"2,10,000","35,000 kms",Petrol
65a8df601781205b99e8bb6e,Tata Nano Cx BSIV,Tata,2013,"40,000","2,200 kms",Petrol
65a8df601781205b99e8bb6f,Maruti Suzuki Alto Std BS IV,Maruti,2013,"1,25,000","39,000 kms",Petrol
65a8df601781205b99e8bb70,Maruti Suzuki Wagon R LXi BS III,Maruti,2009,"1,35,000","45,000 kms",Petrol
65a8df601781205b99e8bb71,Maruti Suzuki Swift VXI BSIII,Maruti,2006,"1,35,000","45,000 kms",Petrol
65a8df601781205b99e8bb72,Tata Sumo Victa EX 10 by 7 Str BSIII,Tata,2012,"2,85,000","65,000 kms",Diesel
65a8df601781205b99e8bb73,MARUTI SUZUKI DESI,MARUTI,TOUR,"4,00,000",,
65a8df601781205b99e8bb74,Maruti Suzuki Wagon R LXi BS III,Maruti,2010,"1,45,000","54,870 kms",Petrol
65a8df601781205b99e8bb75,Maruti Suzuki Alto LXi BS III,Maruti,2010,"1,35,000","34,580 kms",Petrol
65a8df601781205b99e8bb76,Volkswagen Passat Diesel Comfortline AT,Volkswagen,2009,"4,50,000","97,000 kms",Diesel
65a8df601781205b99e8bb77,Renault Scala RxL Diesel Travelogue,Renault,2015,"3,75,000","25,000 kms",Diesel
65a8df601781205b99e8bb78,Mahindra Quanto C8,Mahindra,2013,"3,75,000","20,000 kms",Diesel
65a8df601781205b99e8bb79,Hyundai Grand i10 Sportz O 1.2 Kappa VTVT,Hyundai,2014,"3,65,000","20,000 kms",Petrol
65a8df601781205b99e8bb7a,Hyundai i20 Active 1.2 SX,Hyundai,2015,"5,00,000","18,000 kms",Petrol
65a8df601781205b99e8bb7b,Mahindra Xylo E4,Mahindra,2012,"4,00,000","35,000 kms",Diesel
65a8df601781205b99e8bb7c,Mahindra Jeep MM 550 XDB,Mahindra,2019,"3,90,000",60 kms,Diesel
65a8df601781205b99e8bb7d,Renault Duster 110PS Diesel RxZ,Renault,2012,"5,01,000","35,000 kms",Diesel
65a8df601781205b99e8bb7e,Mahindra Bolero SLE BS IV,Mahindra,2013,"3,30,000","80,200 kms",Diesel
65a8df601781205b99e8bb7f,Force Motors Force One LX ABS 7 STR,Force,2015,"5,80,000","3,200 kms",Diesel
65a8df601781205b99e8bb80,Maruti Suzuki SX4,Maruti,2012,"2,65,000","46,000 kms",Diesel
65a8df601781205b99e8bb81,Mahindra Jeep CL550 MDI,Mahindra,2019,"3,79,000","0,000 kms",Diesel
